h,G,Nm,chi,mag,C,m1,m2,m3,m4,m5,m6,m7
0.56,2.7772652052898525,0.0,6.685324005993254e-18,0.3723091319092916,1.3986369968771242,0.0669002287305423,0.06691007444570317,9.327683254457072e-09,1.3691260779196635e-08,1.0129987275014184e-08,1.1598967189195376e-08,1.4143648743950177e-08
0.5650000000000001,2.7814202379132658,0.0,1.5987290809358596e-17,0.37559553697691234,1.3978716299980278,0.06348947301094794,0.06334883940054281,3.197644851126925e-09,5.311239359618673e-09,7.953818864660007e-09,1.7576361183301364e-09,6.060507316371107e-09
0.5700000000000001,2.785611745816101,0.0,1.546523336547452e-16,0.3788745707757669,1.3976996276692244,0.059945905138015024,0.059491269412759305,2.6173747193305798e-08,3.206100720271962e-08,3.223893166124163e-08,2.3580462266666713e-08,2.4853691963675386e-08
0.5750000000000001,2.7898396467287547,0.0,6.009667248111704e-14,0.3821459811404299,1.3970840634099646,0.054725241463505644,0.056780145119830934,2.238455648749388e-07,2.1350420767188148e-07,3.0519561704979965e-07,3.409616895337297e-07,2.547778139952764e-07
0.58,2.7941038594700722,0.0,4.4934070653338326e-13,0.3854105977398735,1.3968250666376303,0.051266828466887654,0.05171255560953179,9.179202466834727e-08,1.896083532255253e-07,1.2310451772079959e-07,1.6256971319136795e-07,1.622155713259024e-07
0.585,2.798404294650094,0.0,5.20523328993328e-12,0.3886676383359331,1.3968406292819078,0.04417966695098631,0.049311527723512584,1.2887025690308966e-07,4.132351935782968e-07,4.887365240274966e-07,3.140281344490217e-07,3.1842831168842226e-07
0.59,2.8027408827529143,0.0,2.5104789698218393e-13,0.39191528930399355,1.396485850576265,0.04055617170367215,0.04263080201395873,3.6690777167984734e-07,4.001913715212556e-07,5.091070123502516e-07,2.371274202260527e-07,5.110801668280013e-07
0.595,2.8071135166874925,0.0,1.3112268089785153e-12,0.39515869406655135,1.3971459744287622,0.04919395573797681,0.0109643132176175,3.23962060324418e-07,4.0280905964455255e-07,4.605623763474889e-07,4.5641891337873266e-07,2.864531417537835e-07
0.6,2.8115221271177977,0.0,3.154286011043413e-12,0.398389729657988,1.3886303539855858,0.03884305112329456,0.010286246292304206,3.4685964128640645e-07,3.8117565218548474e-07,6.587634260549101e-07,5.150442494117158e-07,2.5549675954367104e-07
0.605,2.815966603962959,0.0,6.790503860680968e-13,0.4016147084286057,1.117132890870176,0.005926824655440139,0.025497684226753272,6.225908145332033e-07,8.456272162325218e-07,2.1123130240557637e-07,7.74559059466394e-07,3.239043934324052e-07
0.61,2.820446652052967,0.0,1.6453156602604459e-18,0.40468452892780227,0.8441352538645364,3.156441172837615e-07,1.6605215471123436e-07,4.405227274537837e-07,7.075724203492173e-07,4.723936219962537e-07,2.063373929520696e-07,4.5143754074873514e-07
0.615,2.824957886961358,0.0,1.3361339852983907e-19,0.40733529691285736,0.5744058002683239,2.5136098777721295e-07,1.202777971538368e-07,2.523958575608089e-07,2.5991991251016616e-07,3.1962097707534337e-07,1.4727447663433266e-07,4.737807875712748e-07
0.62,2.829498500900155,0.0,1.5194599429745533e-21,0.40997293057413703,0.4495143667420931,2.482924173635529e-08,2.2698012423012e-08,3.552810961897502e-08,3.568828288859158e-08,3.383401737664914e-08,1.1696782412442299e-08,8.349321793285587e-09
0.625,2.8340683487073575,0.0,2.805990066891726e-20,0.4125974337724233,0.454522500181076,2.9602363357040285e-08,2.6430587009479547e-08,3.9368953940715574e-08,3.728639529221751e-08,4.015945864195099e-08,3.4012895566462427e-08,3.670987333804005e-08
0.63,2.838667285777002,0.0,8.55275789018046e-23,0.4152089926602407,0.4595168209745176,5.3706312895291794e-08,6.123250294482924e-08,2.766384195940564e-08,4.672527665259342e-08,6.214621589999033e-08,2.629468711879172e-08,4.5800351940422554e-08
0.635,2.843295166776488,0.0,7.436986736913346e-27,0.417807407276226,0.46449480120026865,9.863117620326341e-11,1.0228320961225163e-10,1.1480834629823217e-10,1.8822100410736299e-10,1.3947789207948233e-10,1.5998083588668444e-10,1.5610081711392436e-10
0.64,2.8479518464147624,0.0,1.5913324424176063e-25,0.4203927491767874,0.4694608229338093,1.819573034498581e-09,3.0432847554405937e-09,2.5200996124948563e-09,2.6399857615540815e-09,2.5609037815900992e-09,2.9616079316582727e-09,2.7377883535970307e-09
0.645,2.852637179469932,0.0,1.713243902547496e-25,0.4229650233983794,0.4744090816040242,6.451126278696685e-09,5.646696900926375e-09,5.381651044423569e-09,1.2015932246265503e-08,8.403606072467597e-09,8.547975601481067e-09,8.542193957445725e-09
0.65,2.8573510207838932,0.0,6.4547292773160556e-24,0.4255242369034736,0.4793424787273154,5.920935664708777e-09,6.284233369746881e-09,4.745367858859006e-09,8.402530766048483e-09,7.541845262136978e-09,1.0558536278075204e-08,7.170392271477192e-09
