p,h,G,Nm,chi,m1,m2,m3,m4,m5,m6,m7
0.0,0.0,103.75104635545301,8.0,-1.2244594989690088e-06,0.37987033437175594,0.37986174575994525,0.3798703624235144,0.07210276682361376,0.0721036786187202,0.07210632175973343,0.07210921713370756
0.0,0.1,103.95208361843838,8.0,-0.03774853478493115,0.37937422479523386,0.3794049850865433,0.37964846442689243,0.0720611817548977,0.07206395685531648,0.0714114193785145,0.07141402370232702
0.0,0.2,104.5576307318933,8.0,-0.07846829929226845,0.3778234554321185,0.3779179497584035,0.37911817458365443,0.07193186797170216,0.07191588462793225,0.06934980026767772,0.06934531148213306
0.0,0.30000000000000004,105.5748148424867,8.0,-0.12466123545395999,0.3749059615925758,0.3754698063354388,0.37839711516954616,0.07162718507989843,0.07161908939086668,0.06595468127259282,0.06595475169238202
0.0,0.4,107.01634446515475,6.0,-0.17982174344031182,0.33906605971096887,0.4013423856336765,0.37786843692638955,0.06957191538813544,0.0696065052079434,0.06085852572689961,0.06089975249321854
0.0,0.5,108.89375407975024,6.0,-0.2180351430752594,0.35192870935156423,0.38800888643440545,0.368102151277039,0.06757983703231205,0.06754532075441937,0.05733579425277644,0.057343135554796344
0.0,0.6000000000000001,111.20873440577267,4.0,-0.2516794432686818,0.4052539957408851,0.3301739218717821,0.3563758967873604,0.06476752320234072,0.06527248659085547,0.05114884267787807,0.05086032454420604
0.0,0.7000000000000001,113.95750787023232,2.0,-0.2777699818972007,0.40326840196086505,0.3263173231098977,0.3449339947614137,0.06321885094037497,0.06317809746486823,0.04590513855788277,0.04587453445950156
0.0,0.8,117.1485018802945,2.0,-0.29429473486199403,0.3942234151682461,0.3316976282589024,0.32867308415861424,0.06149465892186059,0.06147717543744099,0.041269544793013535,0.04126926519190689
0.0,0.9,120.79084432953034,2.0,-0.3032396876452414,0.3376951407257912,0.3814577391331151,0.31181974831006515,0.05965155804126884,0.05964427387882778,0.03754932204746348,0.03753968013416292
0.0,1.0,124.79086191636789,2.0,-0.2985016384674953,0.3800566687656623,0.32887137499973484,0.2897710379016234,0.057206526814647315,0.05718783235952276,0.03493915419204756,0.0345075753585739
0.0,1.1,129.165492178109,0.0,-3.9740562063773067e-10,0.00013763257852191158,0.5511274391279196,1.1181640558622992e-05,8.208565660760658e-06,8.557030043217528e-06,1.5982510526542987e-05,1.0334099845269474e-05
0.0,1.2000000000000002,135.29676731777107,0.0,-3.373350511807565e-10,4.7034377757495183e-05,0.527495002011529,1.6062470936124844e-05,9.31298268178139e-06,8.884756348381207e-06,3.819388390679134e-06,7.39874936323648e-06
0.0,1.3,141.8524640791253,0.0,7.718571829838695e-11,0.5028960206759265,1.7600911073191737e-05,2.369331605292721e-06,6.10688880828076e-06,1.0906386115231314e-05,8.497756349156505e-06,9.408385748195824e-06
0.0,1.4000000000000001,148.8015389464736,0.0,1.6088977745054294e-10,0.47732695911360223,1.1533928925131787e-05,3.5671453402489576e-06,4.272259139893355e-06,1.118822373974597e-05,4.8378517174268055e-06,5.759242461399341e-06
0.0,1.5,156.11598518360833,0.0,1.5896580339399797e-10,0.45070349236223695,4.673346684579183e-05,2.948732731593791e-06,5.847253014169402e-06,1.0723664800781156e-05,1.1257733840118982e-05,1.1854512003519899e-05
0.0,1.6,163.77107123080086,0.0,-3.3793968153778707e-10,1.1930516604531217e-05,0.4228690309345971,1.4866776003090494e-06,9.977120979091226e-06,9.333491442640692e-06,1.4115205181863993e-05,1.1195771476143157e-05
0.0,1.7000000000000002,171.74519475846998,0.0,-1.7143203678598868e-10,1.7890338301732124e-05,0.39358200963879536,1.041757748380007e-06,4.944067370097632e-06,1.2403850105465187e-05,4.920898883559667e-06,1.4301949042114192e-05
0.0,1.8,180.01932230152067,0.0,1.0611271967351393e-10,7.908910947042871e-05,0.3624811320265524,2.2164756411113344e-06,7.2668123964534465e-06,1.134346786276715e-05,1.5506901602685594e-05,6.910094308465127e-06
