p,h,G,Nm,chi,m1,m2,m3,m4,m5,m6,m7
0.0,2.3000000000000003,225.28845306938302,0.0,-2.802877015127306e-10,0.005522747235933193,0.00793136871743067,0.052032378473490314,6.3091474219123225e-06,6.018179454895054e-06,3.8088497912297303e-06,4.9171052218293224e-06
0.0,2.4000000000000004,235.17832650479957,0.0,1.1196124068499329e-19,1.8649157402150552e-07,1.266648078445722e-07,1.8880444070935257e-07,7.092140666227142e-07,1.958884880294913e-07,7.478594780113924e-07,1.1912986829650672e-07
0.0,2.5,245.07275934367502,0.0,3.8642511164609166e-19,7.484412827826382e-08,8.273134495646968e-08,1.1555946602869172e-07,3.899889217168059e-07,3.8898102856672127e-07,2.2824715684720124e-07,3.814925117629857e-07
0.0,2.6,254.96897993523402,0.0,-3.3604292348183903e-19,1.1008351598487112e-06,7.892062683369417e-07,8.267568994165225e-07,3.1621661423238078e-06,2.274172073481117e-06,1.642906995414323e-06,2.48863661299227e-06
0.0,2.7,264.8668804415662,0.0,-8.687973121281333e-25,6.084940411392546e-09,4.260349277854021e-09,6.347400169451731e-09,7.661741051338738e-09,8.343343058159771e-09,7.239236254022097e-09,7.251499782941582e-09
0.0,2.8000000000000003,274.7663793900558,0.0,-2.0302461478721736e-25,5.836374611297708e-09,3.166520094469282e-09,5.1774502551125025e-09,9.616040085354583e-10,1.4949530344146052e-09,7.818701147703675e-10,3.5965564808521134e-09
0.0,2.9000000000000004,284.66739345935315,0.0,-2.1387158950449713e-25,9.908029069278973e-09,1.763467620227336e-09,1.7848891209890088e-09,1.0333928787914119e-09,2.1599755907277943e-09,3.472945440527709e-10,1.8296089101908272e-09
0.0,3.0,294.56985012395995,0.0,-2.953496038235467e-26,5.455523574459608e-09,9.739390719357142e-09,5.977949676205283e-09,5.319587044771498e-10,1.461917856373344e-09,2.0795157610097377e-09,2.2394411601764447e-09
0.05,0.0,98.6771088275636,8.0,-2.197400488560377e-05,0.3797464805082378,0.37975631803230603,0.37975632245672875,0.07392898721281475,0.07392748059015776,0.07392787597452725,0.0739252689407865
0.05,0.1,98.8865725545446,8.0,-0.038451291977971196,0.37932407293360093,0.3793240924495733,0.3793352343229439,0.07377439103464313,0.07377493186951058,0.07377228001953592,0.07279896090974593
0.05,0.2,99.51932362804428,8.0,-0.08139411598226517,0.3780276774963254,0.37801399189745144,0.37803632871251847,0.07327548555372333,0.07326787841824117,0.073271851047211,0.06945367613267105
0.05,0.30000000000000004,100.58670479989757,8.0,-0.13148053899433046,0.3758027587646864,0.3757576435051214,0.37580340370529053,0.07233782079131522,0.07234119206238626,0.07234316209922939,0.06405344793836239
0.05,0.4,102.10221535757039,8.0,-0.18725042153956728,0.37255066732813014,0.3726161510337224,0.3725024400179928,0.07096473819130567,0.0709630442201494,0.07096558324875706,0.056969629607037234
0.05,0.5,104.07582742113001,2.0,-0.24261884659559405,0.36828999079007924,0.3683235575913572,0.36834678832376705,0.06927878939227804,0.06928280756835857,0.06927888771288457,0.04877936746899991
