p,G,Nm,chi,m1,m2,m3,m4,m5,m6,m7
0.4,6.105984233933762,24.0,1.7714671644963442e-06,0.3834464968403297,0.38348758926706494,0.3834333315797107,0.09909004921682338,0.09911456467867037,0.09912729773685326,0.09910097353109876
0.405,6.063470372568738,24.0,1.1751029305057678e-06,0.38332938155954444,0.3833623587368766,0.38331487048007223,0.0997281504142542,0.09975205892467987,0.09976494638783757,0.09973914853874115
0.41000000000000003,6.021086365164242,24.0,1.2229448805261937e-06,0.3832030400514609,0.38323215320742715,0.3831909961526487,0.10038249876746257,0.10040574300948103,0.10041838328859268,0.10039328837516198
0.41500000000000004,5.978830798323422,24.0,8.406931554956736e-07,0.38306908017303354,0.3830955198379183,0.3830597355411876,0.10105433002182941,0.10107741260601333,0.10108860910506291,0.10106531221669084
0.42000000000000004,5.9366984685901745,24.0,-1.2464010481543159e-06,0.3829126253895511,0.38297343290423314,0.38291701205681145,0.10176081539538784,0.10177522212934714,0.10174790564939772,0.10173948112803435
0.42500000000000004,5.894713212156654,24.0,-4.36219311767674e-07,0.38276474547273853,0.3828353465124315,0.3827539643010589,0.10247951863327885,0.10245332025692105,0.10246096591896035,0.10246491239805251
0.43,5.852871386470606,24.0,-3.299476068212206e-07,0.38260742030352524,0.3826730592814377,0.3825985813839422,0.10320740939747211,0.10318269381360459,0.10318961702650077,0.10319346471606183
0.435,5.811174875677009,24.0,-3.1212547934764915e-07,0.3824408348506581,0.3825016661205383,0.38243359791089054,0.10395613468603787,0.10393305746774131,0.10394005411890526,0.10394225338067423
0.44,5.7696276654277066,24.0,2.9470762910415154e-07,0.3822867352630323,0.3822845275837107,0.38226732891401577,0.10471435912054754,0.10471213223524678,0.10473238521507676,0.1047240312041978
0.445,5.728243302630158,24.0,4.432247672743819e-08,0.3820970900712087,0.3820966731467643,0.38208023136324715,0.10550872704975965,0.10550647393434656,0.10552667150651104,0.10551615637735932
0.45,5.687028175368384,24.0,6.468035202483648e-07,0.3818883012868139,0.38189737870062007,0.38188984325728365,0.10631619149928509,0.10633737248819922,0.10634862577763962,0.1063245037383064
0.455,5.6459718567395765,24.0,-4.5235951220956843e-07,0.3816829805373257,0.3816848612854,0.38167060998321206,0.107171171519574,0.10716752033728993,0.10718812327271224,0.10717733419298829
0.46,5.605098894483717,24.0,-6.384525850966407e-07,0.38145445740917866,0.38146052541309616,0.38144714656759626,0.10804271356946664,0.10803773640836795,0.10805794518784814,0.10804639195377842
0.465,5.564410667451931,24.0,-1.2075670488382543e-06,0.38121496040896274,0.38121984280394916,0.38120901514365535,0.10894061069404516,0.10893491137448338,0.10895495418543578,0.10894168671189168
0.47000000000000003,5.5239116593651785,24.0,-1.8354054119111259e-06,0.380957344568254,0.38096388267619835,0.3809531611647536,0.1098676078689713,0.10986638810522271,0.10988736433747785,0.10987316241592447
0.475,5.484243114281941,26.0,-2.3953769051230853e-07,0.3736715241696687,0.3789249150957256,0.37365411734521636,0.1215973437958041,0.12217634686678562,0.12457767372697469,0.1243676082410583
0.48,5.450533532997395,28.0,3.523379253479817e-07,0.34363779110520276,0.37604992027147177,0.34367230176818636,0.16196645528036904,0.16146191773714524,0.1617218049533074,0.16225148778085774
